party	netloc	count	count_p	count_netloc	ratio	sum_netloc	ideology
CDU	stimme	1	8157	17.0	0.0001225940909648155	0.0012884741994729715	0.0951467177340148
CDU	stuttgarter-nachrichten	2	8157	70.0	0.000245188181929631	0.0022078388908022624	0.11105347539219085
CDU	stuttgarter-zeitung	4	8157	328.0	0.000490376363859262	0.006324829997367308	0.07753194379349006
CDU	sueddeutsche	26	8157	21554.0	0.003187446365085203	0.07474096461566018	0.042646577836879425
CDU	suedkurier	5	8157	295.0	0.0006129704548240775	0.0070408668642480115	0.08705894695106478
CDU	svz	2	8157	52.0	0.000245188181929631	0.002259091757341376	0.10853396332080906
CDU	swp	6	8157	186.0	0.000735564545788893	0.0027596475030021586	0.2665429352802084
CDU	swr	32	8157	4832.0	0.003923010910874096	0.013779320202983144	0.28470279034700036
CDU	sz-online	5	8157	280.0	0.0006129704548240775	0.004663341735275164	0.13144446399614088
CDU	t-online	1	8157	64.0	0.0001225940909648155	0.004839059875129285	0.02533427858475096
CDU	tag24	6	8157	474.0	0.000735564545788893	0.005038276130785797	0.14599528225424405
CDU	tagesschau	73	8157	47231.0	0.008949368640431532	0.05613321834311892	0.15943088432463962
CDU	tagesspiegel	65	8157	46345.0	0.007968615912713008	0.0630749913420107	0.126335584724933
CDU	taz	5	8157	2045.0	0.0006129704548240775	0.033741575778424016	0.0181666220584766
CDU	theeuropean	3	8157	141.0	0.0003677822728944465	0.00368456776088089	0.09981693831205828
CDU	thueringen24	2	8157	90.0	0.000245188181929631	0.0039020879958517616	0.06283512370563812
CDU	thueringer-allgemeine	21	8157	1071.0	0.0025744759102611253	0.004945258615817974	0.5205947980205464
CDU	tichyseinblick	18	8157	9990.0	0.002206693637366679	0.05463552864416116	0.04038935271842576
CDU	tlz	14	8157	364.0	0.001716317273507417	0.0026412646633892567	0.6498088954497456
CDU	topagrar	3	8157	105.0	0.0003677822728944465	0.002873205837886759	0.12800415064064818
CDU	twitter	2250	8157	45686250.0	0.2758367046708349	1.8884306165230327	0.14606663451512122
CDU	u18	4	8157	48.0	0.000490376363859262	0.0010702945537427483	0.45816954047317976
CDU	unterstuetzt-merkel	137	8157	18906.0	0.016795390462179722	0.017572391239180498	0.9557828660638783
CDU	uwe-schummer	60	8157	3600.0	0.00735564545788893	0.00735564545788893	1.0
CDU	vimeo	4	8157	92.0	0.000490376363859262	0.002036711922547305	0.2407686420600665
CDU	volksfreund	3	8157	54.0	0.0003677822728944465	0.00173010102336846	0.2125784956640187
CDU	volksstimme	6	8157	324.0	0.000735564545788893	0.005134694907956358	0.14325379773764446
CDU	vorwaerts	2	8157	230.0	0.000245188181929631	0.009545754595552023	0.025685573568367225
CDU	wahl-o-mat	1	8157	20.0	0.0001225940909648155	0.0016117460933847243	0.07606290560777072
CDU	wahlnavi	1	8157	11.0	0.0001225940909648155	0.0011661345323480906	0.10512860014355635
CDU	waz	11	8157	1210.0	0.0013485350006129705	0.008709959715937209	0.1548267781474883
CDU	wdr	30	8157	8340.0	0.003677822728944465	0.023934138933510818	0.15366430098703274
CDU	weforum	4	8157	100.0	0.000490376363859262	0.0022969280939046854	0.21349225740264333
CDU	welt	408	8157	1133424.0	0.05001838911364472	0.2488775224866841	0.20097592025941555
CDU	weser-kurier	9	8157	531.0	0.0011033468186833395	0.005749664807973708	0.19189758977831267
